Program Version:,EnergyPlus, Version 25.1.0-c4ec94aef2, YMD=2025.07.02 12:31
Tabular Output Report in Format: ,Comma

Building:,Building 1
Environment:,CEA_DENVER_0509 (01-01:31-12) ** Denver Intl Ap CO USA TMY3 WMO#=725650

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      8760.00 hours

Site and Source Energy

,,Total Energy [GJ],Energy Per Total Building Area [MJ/m2],Energy Per Conditioned Building Area [MJ/m2]
,Total Site Energy,25586.46,7195.30,7776.23
,Net Site Energy,25586.46,7195.30,7776.23
,Total Source Energy,81032.33,22787.53,24627.31
,Net Source Energy,81032.33,22787.53,24627.31


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating Water,3.613
,District Heating Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,3555.99
,Net Conditioned Building Area,3290.34
,Unconditioned Building Area,265.65


End Uses

,,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating Water [GJ],District Heating Steam [GJ],Water [m3]
,Heating,140.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,3438.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,17198.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,714.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,3444.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,600.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,49.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10303.03
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,
,Total End Uses,25586.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10303.03
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating Water [GJ],District Heating Steam [GJ],Water [m3]
,STAIRS1:STAIRS1_GROUNDFLOOR_0_0_0,CEA_DENVER FLOOR - GROWINGAREA,STAIRS1:STAIRS1,STAIRS1:STAIRS1,0.30,4.364,14.895,7.99,7.99,0.00,180.00,
,STAIRS1:STAIRS1_ROOF_1_0_0,CEA_DENVER ROOF - GROWINGAREA,STAIRS1:STAIRS1,STAIRS1:STAIRS1,0.40,0.107,0.108,7.99,7.99,180.00,0.00,
,GA3F:GA3F_WALL_2_0_0,CEA_DENVER EXTERNAL WALL - GROWINGAREA,GA3F:GA3F,GA3F:GA3F,0.40,0.158,0.162,86.96,86.96,90.00,90.00,E
,GA3F:GA3F_WALL_3_1_0,CEA_DENVER EXTERNAL WALL - GROWINGAREA,GA3F:GA3F,GA3F:GA3F,0.40,0.158,0.162,131.74,131.74,0.00,90.00,N
,GA3F:GA3F_WALL_5_1_0,CEA_DENVER EXTERNAL WALL - GROWINGAREA,GA3F:GA3F,GA3F:GA3F,0.40,0.158,0.162,105.73,105.73,180.00,90.00,S
,GA3F:GA3F_ROOF_1_0_0,CEA_DENVER ROOF - GROWINGAREA,GA3F:GA3F,GA3F:GA3F,0.40,0.107,0.108,960.15,960.15,180.00,0.00,
,GA2F:GA2F_WALL_2_0_0,CEA_DENVER EXTERNAL WALL - GROWINGAREA,GA2F:GA2F,GA2F:GA2F,0.40,0.158,0.162,86.96,86.96,90.00,90.00,E
,GA2F:GA2F_WALL_3_1_0,CEA_DENVER EXTERNAL WALL - GROWINGAREA,GA2F:GA2F,GA2F:GA2F,0.40,0.158,0.162,131.74,131.74,0.00,90.00,N
,GA2F:GA2F_WALL_5_1_0,CEA_DENVER EXTERNAL WALL - GROWINGAREA,GA2F:GA2F,GA2F:GA2F,0.40,0.158,0.162,105.73,105.73,180.00,90.00,S
,GA1F:GA1F_WALL_2_0_0,CEA_DENVER EXTERNAL WALL - GROWINGAREA,GA1F:GA1F,GA1F:GA1F,0.40,0.158,0.162,86.96,86.96,90.00,90.00,E
,GA1F:GA1F_WALL_3_1_0,CEA_DENVER EXTERNAL WALL - GROWINGAREA,GA1F:GA1F,GA1F:GA1F,0.40,0.158,0.162,131.74,131.74,0.00,90.00,N
,GA1F:GA1F_WALL_5_1_0,CEA_DENVER EXTERNAL WALL - GROWINGAREA,GA1F:GA1F,GA1F:GA1F,0.40,0.158,0.162,67.83,67.83,180.00,90.00,S
,GA1F:GA1F_GROUNDFLOOR_0_0_0,CEA_DENVER FLOOR - GROWINGAREA,GA1F:GA1F,GA1F:GA1F,0.30,4.364,14.895,960.15,960.15,0.00,180.00,
,STAIRS2:STAIRS2_WALL_2_0_0,CEA_DENVER EXTERNAL WALL - GROWINGAREA,STAIRS2:STAIRS2,STAIRS2:STAIRS2,0.40,0.158,0.162,20.07,20.07,90.00,90.00,E
,STAIRS2:STAIRS2_WALL_3_0_0,CEA_DENVER EXTERNAL WALL - GROWINGAREA,STAIRS2:STAIRS2,STAIRS2:STAIRS2,0.40,0.158,0.162,47.93,47.93,0.00,90.00,N
,STAIRS2:STAIRS2_WALL_4_0_0,CEA_DENVER EXTERNAL WALL - GROWINGAREA,STAIRS2:STAIRS2,STAIRS2:STAIRS2,0.40,0.158,0.162,20.07,20.07,270.00,90.00,W
,STAIRS2:STAIRS2_GROUNDFLOOR_0_0_0,CEA_DENVER FLOOR - GROWINGAREA,STAIRS2:STAIRS2,STAIRS2:STAIRS2,0.30,4.364,14.895,7.99,7.99,0.00,180.00,
,STAIRS2:STAIRS2_ROOF_1_0_0,CEA_DENVER ROOF - GROWINGAREA,STAIRS2:STAIRS2,STAIRS2:STAIRS2,0.40,0.107,0.108,7.99,7.99,180.00,0.00,
,MECHSHAFT:MECHSHAFT_WALL_3_0_0,CEA_DENVER EXTERNAL WALL - ELEVATOR,MECHSHAFT:MECHSHAFT,MECHSHAFT:MECHSHAFT,0.30,4.201,11.319,85.28,85.28,0.00,90.00,N
,MECHSHAFT:MECHSHAFT_WALL_4_0_0,CEA_DENVER EXTERNAL WALL - ELEVATOR,MECHSHAFT:MECHSHAFT,MECHSHAFT:MECHSHAFT,0.30,4.201,11.319,260.87,260.87,270.00,90.00,W
,MECHSHAFT:MECHSHAFT_WALL_5_0_0,CEA_DENVER EXTERNAL WALL - ELEVATOR,MECHSHAFT:MECHSHAFT,MECHSHAFT:MECHSHAFT,0.30,4.201,11.319,56.86,56.86,180.00,90.00,S
,MECHSHAFT:MECHSHAFT_GROUNDFLOOR_0_0_0,CEA_DENVER FLOOR - GROWINGAREA,MECHSHAFT:MECHSHAFT,MECHSHAFT:MECHSHAFT,0.30,4.364,14.895,184.78,184.78,0.00,180.00,
,MECHSHAFT:MECHSHAFT_ROOF_1_0_0,CEA_DENVER ROOF - GROWINGAREA,MECHSHAFT:MECHSHAFT,MECHSHAFT:MECHSHAFT,0.40,0.107,0.108,184.78,184.78,180.00,0.00,
,GERMINATION:GERMINATION_GROUNDFLOOR_0_0_0,CEA_DENVER FLOOR - GROWINGAREA,GERMINATION:GERMINATION,GERMINATION:GERMINATION,0.30,4.364,14.895,18.82,18.82,0.00,180.00,
,GERMINATION:GERMINATION_GROUNDFLOOR_0_0_1,CEA_DENVER FLOOR - GROWINGAREA,GERMINATION:GERMINATION,GERMINATION:GERMINATION,0.30,4.364,14.895,34.02,34.02,0.00,180.00,
,GERMINATION:GERMINATION_ROOF_1_0_0,CEA_DENVER ROOF - GROWINGAREA,GERMINATION:GERMINATION,GERMINATION:GERMINATION,0.40,0.107,0.108,8.36,8.36,180.00,0.00,
,GERMINATION:GERMINATION_ROOF_1_0_1,CEA_DENVER ROOF - GROWINGAREA,GERMINATION:GERMINATION,GERMINATION:GERMINATION,0.40,0.107,0.108,44.48,44.48,180.00,0.00,
,NGA:LUNCH_WALL_4_0_0,CEA_DENVER EXTERNAL WALL - NONGROWINGAREA,NGA:LUNCH,NGA:LUNCH,0.40,0.157,0.160,16.72,13.01,270.00,90.00,W
,NGA:LUNCH_WALL_5_0_0,CEA_DENVER EXTERNAL WALL - NONGROWINGAREA,NGA:LUNCH,NGA:LUNCH,0.40,0.157,0.160,15.39,11.67,180.00,90.00,S
,NGA:LUNCH_GROUNDFLOOR_0_0_0,CEA_DENVER FLOOR - GROWINGAREA,NGA:LUNCH,NGA:LUNCH,0.30,4.364,14.895,19.24,19.24,0.00,180.00,
,NGA:LUNCH_ROOF_1_0_0,CEA_DENVER ROOF - GROWINGAREA,NGA:LUNCH,NGA:LUNCH,0.40,0.107,0.108,19.24,19.24,180.00,0.00,
,NGA:MENS_WALL_5_0_0,CEA_DENVER EXTERNAL WALL - NONGROWINGAREA,NGA:MENS,NGA:MENS,0.40,0.157,0.160,15.39,15.39,180.00,90.00,S
,NGA:MENS_GROUNDFLOOR_0_0_0,CEA_DENVER FLOOR - GROWINGAREA,NGA:MENS,NGA:MENS,0.30,4.364,14.895,19.24,19.24,0.00,180.00,
,NGA:MENS_ROOF_1_0_0,CEA_DENVER ROOF - GROWINGAREA,NGA:MENS,NGA:MENS,0.40,0.107,0.108,19.24,19.24,180.00,0.00,
,NGA:WOMENS_WALL_5_0_0,CEA_DENVER EXTERNAL WALL - NONGROWINGAREA,NGA:WOMENS,NGA:WOMENS,0.40,0.157,0.160,15.39,15.39,180.00,90.00,S
,NGA:WOMENS_GROUNDFLOOR_0_0_0,CEA_DENVER FLOOR - GROWINGAREA,NGA:WOMENS,NGA:WOMENS,0.30,4.364,14.895,19.24,19.24,0.00,180.00,
,NGA:WOMENS_ROOF_1_0_0,CEA_DENVER ROOF - GROWINGAREA,NGA:WOMENS,NGA:WOMENS,0.40,0.107,0.108,19.24,19.24,180.00,0.00,
,NGA:STORAGE_WALL_5_0_0,CEA_DENVER EXTERNAL WALL - NONGROWINGAREA,NGA:STORAGE,NGA:STORAGE,0.40,0.157,0.160,15.39,15.39,180.00,90.00,S
,NGA:STORAGE_GROUNDFLOOR_0_0_0,CEA_DENVER FLOOR - GROWINGAREA,NGA:STORAGE,NGA:STORAGE,0.30,4.364,14.895,19.24,19.24,0.00,180.00,
,NGA:STORAGE_ROOF_1_0_0,CEA_DENVER ROOF - GROWINGAREA,NGA:STORAGE,NGA:STORAGE,0.40,0.107,0.108,19.24,19.24,180.00,0.00,
,NGA:OFFICE_WALL_5_0_0,CEA_DENVER EXTERNAL WALL - NONGROWINGAREA,NGA:OFFICE,NGA:OFFICE,0.40,0.157,0.160,15.39,11.67,180.00,90.00,S
,NGA:OFFICE_GROUNDFLOOR_0_0_0,CEA_DENVER FLOOR - GROWINGAREA,NGA:OFFICE,NGA:OFFICE,0.30,4.364,14.895,19.24,19.24,0.00,180.00,
,NGA:OFFICE_ROOF_1_0_0,CEA_DENVER ROOF - GROWINGAREA,NGA:OFFICE,NGA:OFFICE,0.40,0.107,0.108,19.24,19.24,180.00,0.00,
,NGA:SERVICE_WALL_2_0_0,CEA_DENVER EXTERNAL WALL - NONGROWINGAREA,NGA:SERVICE,NGA:SERVICE,0.40,0.157,0.160,16.72,13.01,90.00,90.00,E
,NGA:SERVICE_WALL_5_0_0,CEA_DENVER EXTERNAL WALL - NONGROWINGAREA,NGA:SERVICE,NGA:SERVICE,0.40,0.157,0.160,15.39,11.67,180.00,90.00,S
,NGA:SERVICE_GROUNDFLOOR_0_0_0,CEA_DENVER FLOOR - GROWINGAREA,NGA:SERVICE,NGA:SERVICE,0.30,4.364,14.895,19.24,19.24,0.00,180.00,
,NGA:SERVICE_ROOF_1_0_0,CEA_DENVER ROOF - GROWINGAREA,NGA:SERVICE,NGA:SERVICE,0.40,0.107,0.108,19.24,19.24,180.00,0.00,
,NGA:TRANSPLANT_WALL_6_0_0,CEA_DENVER EXTERNAL WALL - NONGROWINGAREA,NGA:TRANSPLANT,NGA:TRANSPLANT,0.40,0.157,0.160,28.99,21.55,270.00,90.00,W
,NGA:TRANSPLANT_GROUNDFLOOR_0_0_0,CEA_DENVER FLOOR - GROWINGAREA,NGA:TRANSPLANT,NGA:TRANSPLANT,0.30,4.364,14.895,8.36,8.36,0.00,180.00,
,NGA:TRANSPLANT_GROUNDFLOOR_0_0_1,CEA_DENVER FLOOR - GROWINGAREA,NGA:TRANSPLANT,NGA:TRANSPLANT,0.30,4.364,14.895,44.48,44.48,0.00,180.00,
,NGA:TRANSPLANT_ROOF_1_0_0,CEA_DENVER ROOF - GROWINGAREA,NGA:TRANSPLANT,NGA:TRANSPLANT,0.40,0.107,0.108,18.82,18.82,180.00,0.00,
,NGA:TRANSPLANT_ROOF_1_0_1,CEA_DENVER ROOF - GROWINGAREA,NGA:TRANSPLANT,NGA:TRANSPLANT,0.40,0.107,0.108,34.02,34.02,180.00,0.00,
,NGA:CAS_WALL_7_0_0,CEA_DENVER EXTERNAL WALL - NONGROWINGAREA,NGA:CAS,NGA:CAS,0.40,0.157,0.160,11.15,11.15,270.00,90.00,W
,NGA:CAS_WALL_14_0_0,CEA_DENVER EXTERNAL WALL - NONGROWINGAREA,NGA:CAS,NGA:CAS,0.40,0.157,0.160,46.08,46.08,90.00,90.00,E
,NGA:CAS_GROUNDFLOOR_0_0_0,CEA_DENVER FLOOR - GROWINGAREA,NGA:CAS,NGA:CAS,0.30,4.364,14.895,17.11,17.11,0.00,180.00,
,NGA:CAS_GROUNDFLOOR_0_0_1,CEA_DENVER FLOOR - GROWINGAREA,NGA:CAS,NGA:CAS,0.30,4.364,14.895,11.15,11.15,0.00,180.00,
,NGA:CAS_GROUNDFLOOR_0_0_2,CEA_DENVER FLOOR - GROWINGAREA,NGA:CAS,NGA:CAS,0.30,4.364,14.895,12.26,12.26,0.00,180.00,
,NGA:CAS_GROUNDFLOOR_0_0_3,CEA_DENVER FLOOR - GROWINGAREA,NGA:CAS,NGA:CAS,0.30,4.364,14.895,28.26,28.26,0.00,180.00,
,NGA:CAS_GROUNDFLOOR_0_0_4,CEA_DENVER FLOOR - GROWINGAREA,NGA:CAS,NGA:CAS,0.30,4.364,14.895,130.55,130.55,0.00,180.00,
,NGA:CAS_ROOF_1_0_0,CEA_DENVER ROOF - GROWINGAREA,NGA:CAS,NGA:CAS,0.40,0.107,0.108,92.15,92.15,180.00,0.00,
,NGA:CAS_ROOF_1_0_1,CEA_DENVER ROOF - GROWINGAREA,NGA:CAS,NGA:CAS,0.40,0.107,0.108,40.25,40.25,180.00,0.00,
,NGA:CAS_ROOF_1_0_2,CEA_DENVER ROOF - GROWINGAREA,NGA:CAS,NGA:CAS,0.40,0.107,0.108,12.26,12.26,180.00,0.00,
,NGA:CAS_ROOF_1_0_3,CEA_DENVER ROOF - GROWINGAREA,NGA:CAS,NGA:CAS,0.40,0.107,0.108,54.65,54.65,180.00,0.00,
,NGA:CLEANING_WALL_2_0_0,CEA_DENVER EXTERNAL WALL - NONGROWINGAREA,NGA:CLEANING,NGA:CLEANING,0.40,0.157,0.160,13.38,13.38,90.00,90.00,E
,NGA:CLEANING_GROUNDFLOOR_0_0_0,CEA_DENVER FLOOR - GROWINGAREA,NGA:CLEANING,NGA:CLEANING,0.30,4.364,14.895,26.76,26.76,0.00,180.00,
,NGA:CLEANING_ROOF_1_0_0,CEA_DENVER ROOF - GROWINGAREA,NGA:CLEANING,NGA:CLEANING,0.40,0.107,0.108,26.76,26.76,180.00,0.00,


Opaque Interior

,,Construction,Zone,Space,Adjacent Surface,Reflectance,U-Factor with Film [W/m2-K],U-Factor no Film [W/m2-K],Gross Area [m2],Net Area [m2],Azimuth [deg],Tilt [deg],Cardinal Direction
,MECH:MECH_PARTITION_2_0_0,CEA_DENVER INTERNAL WALLS,MECH:MECH,MECH:MECH,ELEVATOR:ELEVATOR_PARTITION_4_0_10000,0.50,2.511,6.302,10.40,10.40,90.00,90.00,E
,MECH:MECH_PARTITION_3_0_0,CEA_DENVER INTERNAL WALLS,MECH:MECH,MECH:MECH,MECHSHAFT:MECHSHAFT_PARTITION_5_0_10001,0.50,2.511,6.302,28.43,28.43,0.00,90.00,N
,MECH:MECH_PARTITION_5_0_0,CEA_DENVER INTERNAL WALLS,MECH:MECH,MECH:MECH,GERMINATION:GERMINATION_PARTITION_3_0_10002,0.50,2.511,6.302,27.22,27.22,180.00,90.00,S
,MECH:MECH_PARTITION_5_1_0,CEA_DENVER INTERNAL WALLS,MECH:MECH,MECH:MECH,NGA:TRANSPLANT_PARTITION_5_0_10003,0.50,2.511,6.302,27.22,27.22,180.00,90.00,S
,MECH:MECH_PARTITION_6_0_0,CEA_DENVER INTERNAL WALLS,MECH:MECH,MECH:MECH,NGA:CAS_PARTITION_18_0_10004,0.50,2.511,6.302,8.92,8.92,90.00,90.00,E
,MECH:MECH_PARTITION_7_0_0,CEA_DENVER INTERNAL WALLS,MECH:MECH,MECH:MECH,ELEVATOR:ELEVATOR_PARTITION_5_0_10005,0.50,2.511,6.302,26.01,26.01,0.00,90.00,N
,ELEVATOR:ELEVATOR_PARTITION_4_0_10000,CEA_DENVER INTERNAL WALLS_REV,ELEVATOR:ELEVATOR,ELEVATOR:ELEVATOR,MECH:MECH_PARTITION_2_0_0,0.50,2.511,6.302,10.40,10.40,270.00,90.00,W
,ELEVATOR:ELEVATOR_PARTITION_5_0_10005,CEA_DENVER INTERNAL WALLS_REV,ELEVATOR:ELEVATOR,ELEVATOR:ELEVATOR,MECH:MECH_PARTITION_7_0_0,0.50,2.511,6.302,26.01,26.01,180.00,90.00,S
,ELEVATOR:ELEVATOR_PARTITION_2_2_0,CEA_DENVER INTERNAL WALLS,ELEVATOR:ELEVATOR,ELEVATOR:ELEVATOR,NGA:CAS_PARTITION_18_0_10006,0.50,2.511,6.302,10.40,10.40,90.00,90.00,E
,ELEVATOR:ELEVATOR_PARTITION_3_0_0,CEA_DENVER INTERNAL WALLS,ELEVATOR:ELEVATOR,ELEVATOR:ELEVATOR,GA3F:GA3F_PARTITION_5_0_10007,0.50,2.511,6.302,26.01,26.01,0.00,90.00,N
,ELEVATOR:ELEVATOR_PARTITION_3_1_0,CEA_DENVER INTERNAL WALLS,ELEVATOR:ELEVATOR,ELEVATOR:ELEVATOR,GA2F:GA2F_PARTITION_5_0_10008,0.50,2.511,6.302,26.01,26.01,0.00,90.00,N
,ELEVATOR:ELEVATOR_PARTITION_3_2_0,CEA_DENVER INTERNAL WALLS,ELEVATOR:ELEVATOR,ELEVATOR:ELEVATOR,GA1F:GA1F_PARTITION_5_0_10009,0.50,2.511,6.302,26.01,26.01,0.00,90.00,N
,STAIRS1:STAIRS1_PARTITION_3_0_0,CEA_DENVER INTERNAL WALLS,STAIRS1:STAIRS1,STAIRS1:STAIRS1,GA3F:GA3F_PARTITION_5_0_10010,0.50,2.511,6.302,15.98,15.98,0.00,90.00,N
,STAIRS1:STAIRS1_PARTITION_3_1_0,CEA_DENVER INTERNAL WALLS,STAIRS1:STAIRS1,STAIRS1:STAIRS1,GA2F:GA2F_PARTITION_5_0_10011,0.50,2.511,6.302,15.98,15.98,0.00,90.00,N
,STAIRS1:STAIRS1_PARTITION_3_2_0,CEA_DENVER INTERNAL WALLS,STAIRS1:STAIRS1,STAIRS1:STAIRS1,GA1F:GA1F_PARTITION_5_0_10012,0.50,2.511,6.302,15.98,15.98,0.00,90.00,N
,GA3F:GA3F_PARTITION_5_0_10007,CEA_DENVER INTERNAL WALLS_REV,GA3F:GA3F,GA3F:GA3F,ELEVATOR:ELEVATOR_PARTITION_3_0_0,0.50,2.511,6.302,26.01,26.01,180.00,90.00,S
,GA3F:GA3F_PARTITION_5_0_10010,CEA_DENVER INTERNAL WALLS_REV,GA3F:GA3F,GA3F:GA3F,STAIRS1:STAIRS1_PARTITION_3_0_0,0.50,2.511,6.302,15.98,15.98,180.00,90.00,S
,GA3F:GA3F_PARTITION_3_0_0,CEA_DENVER INTERNAL WALLS,GA3F:GA3F,GA3F:GA3F,STAIRS2:STAIRS2_PARTITION_5_0_10014,0.50,2.511,6.302,15.98,15.98,0.00,90.00,N
,GA3F:GA3F_PARTITION_4_0_0,CEA_DENVER INTERNAL WALLS,GA3F:GA3F,GA3F:GA3F,MECHSHAFT:MECHSHAFT_PARTITION_2_0_10015,0.50,2.511,6.302,86.96,86.96,270.00,90.00,W
,GA3F:GA3F_FLOOR_0_0_0,CEA_DENVER FLOOR - GROWINGAREA,GA3F:GA3F,GA3F:GA3F,GA2F:GA2F_CEILING_1_0_10013,0.30,2.971,14.895,960.15,960.15,0.00,180.00,
,GA2F:GA2F_PARTITION_5_0_10008,CEA_DENVER INTERNAL WALLS_REV,GA2F:GA2F,GA2F:GA2F,ELEVATOR:ELEVATOR_PARTITION_3_1_0,0.50,2.511,6.302,26.01,26.01,180.00,90.00,S
,GA2F:GA2F_PARTITION_5_0_10011,CEA_DENVER INTERNAL WALLS_REV,GA2F:GA2F,GA2F:GA2F,STAIRS1:STAIRS1_PARTITION_3_1_0,0.50,2.511,6.302,15.98,15.98,180.00,90.00,S
,GA2F:GA2F_PARTITION_3_0_0,CEA_DENVER INTERNAL WALLS,GA2F:GA2F,GA2F:GA2F,STAIRS2:STAIRS2_PARTITION_5_0_10017,0.50,2.511,6.302,15.98,15.98,0.00,90.00,N
,GA2F:GA2F_PARTITION_4_0_0,CEA_DENVER INTERNAL WALLS,GA2F:GA2F,GA2F:GA2F,MECHSHAFT:MECHSHAFT_PARTITION_2_0_10018,0.50,2.511,6.302,86.96,86.96,270.00,90.00,W
,GA2F:GA2F_FLOOR_0_0_0,CEA_DENVER FLOOR - GROWINGAREA,GA2F:GA2F,GA2F:GA2F,GA1F:GA1F_CEILING_1_0_10016,0.30,2.971,14.895,960.15,960.15,0.00,180.00,
,GA2F:GA2F_CEILING_1_0_10013,CEA_DENVER FLOOR - GROWINGAREA_REV,GA2F:GA2F,GA2F:GA2F,GA3F:GA3F_FLOOR_0_0_0,0.30,2.971,14.895,960.15,960.15,180.00,0.00,
,GA1F:GA1F_PARTITION_5_0_10009,CEA_DENVER INTERNAL WALLS_REV,GA1F:GA1F,GA1F:GA1F,ELEVATOR:ELEVATOR_PARTITION_3_2_0,0.50,2.511,6.302,26.01,26.01,180.00,90.00,S
,GA1F:GA1F_PARTITION_5_0_10012,CEA_DENVER INTERNAL WALLS_REV,GA1F:GA1F,GA1F:GA1F,STAIRS1:STAIRS1_PARTITION_3_2_0,0.50,2.511,6.302,15.98,15.98,180.00,90.00,S
,GA1F:GA1F_PARTITION_3_0_0,CEA_DENVER INTERNAL WALLS,GA1F:GA1F,GA1F:GA1F,STAIRS2:STAIRS2_PARTITION_5_0_10019,0.50,2.511,6.302,15.98,15.98,0.00,90.00,N
,GA1F:GA1F_PARTITION_4_0_0,CEA_DENVER INTERNAL WALLS,GA1F:GA1F,GA1F:GA1F,MECHSHAFT:MECHSHAFT_PARTITION_2_0_10020,0.50,2.511,6.302,86.96,86.96,270.00,90.00,W
,GA1F:GA1F_PARTITION_5_3_0,CEA_DENVER INTERNAL WALLS,GA1F:GA1F,GA1F:GA1F,NGA:CAS_PARTITION_17_0_10021,0.50,2.511,6.302,11.15,11.15,180.00,90.00,S
,GA1F:GA1F_PARTITION_5_4_0,CEA_DENVER INTERNAL WALLS,GA1F:GA1F,GA1F:GA1F,NGA:CLEANING_PARTITION_3_0_10022,0.50,2.511,6.302,26.76,26.76,180.00,90.00,S
,GA1F:GA1F_CEILING_1_0_10016,CEA_DENVER FLOOR - GROWINGAREA_REV,GA1F:GA1F,GA1F:GA1F,GA2F:GA2F_FLOOR_0_0_0,0.30,2.971,14.895,960.15,960.15,180.00,0.00,
,STAIRS2:STAIRS2_PARTITION_5_0_10014,CEA_DENVER INTERNAL WALLS_REV,STAIRS2:STAIRS2,STAIRS2:STAIRS2,GA3F:GA3F_PARTITION_3_0_0,0.50,2.511,6.302,15.98,15.98,180.00,90.00,S
,STAIRS2:STAIRS2_PARTITION_5_0_10017,CEA_DENVER INTERNAL WALLS_REV,STAIRS2:STAIRS2,STAIRS2:STAIRS2,GA2F:GA2F_PARTITION_3_0_0,0.50,2.511,6.302,15.98,15.98,180.00,90.00,S
,STAIRS2:STAIRS2_PARTITION_5_0_10019,CEA_DENVER INTERNAL WALLS_REV,STAIRS2:STAIRS2,STAIRS2:STAIRS2,GA1F:GA1F_PARTITION_3_0_0,0.50,2.511,6.302,15.98,15.98,180.00,90.00,S
,MECHSHAFT:MECHSHAFT_PARTITION_5_0_10001,CEA_DENVER INTERNAL WALLS_REV,MECHSHAFT:MECHSHAFT,MECHSHAFT:MECHSHAFT,MECH:MECH_PARTITION_3_0_0,0.50,2.511,6.302,28.43,28.43,180.00,90.00,S
,MECHSHAFT:MECHSHAFT_PARTITION_2_0_10015,CEA_DENVER INTERNAL WALLS_REV,MECHSHAFT:MECHSHAFT,MECHSHAFT:MECHSHAFT,GA3F:GA3F_PARTITION_4_0_0,0.50,2.511,6.302,86.96,86.96,90.00,90.00,E
,MECHSHAFT:MECHSHAFT_PARTITION_2_0_10018,CEA_DENVER INTERNAL WALLS_REV,MECHSHAFT:MECHSHAFT,MECHSHAFT:MECHSHAFT,GA2F:GA2F_PARTITION_4_0_0,0.50,2.511,6.302,86.96,86.96,90.00,90.00,E
,MECHSHAFT:MECHSHAFT_PARTITION_2_0_10020,CEA_DENVER INTERNAL WALLS_REV,MECHSHAFT:MECHSHAFT,MECHSHAFT:MECHSHAFT,GA1F:GA1F_PARTITION_4_0_0,0.50,2.511,6.302,86.96,86.96,90.00,90.00,E
,GERMINATION:GERMINATION_PARTITION_3_0_10002,CEA_DENVER INTERNAL WALLS_REV,GERMINATION:GERMINATION,GERMINATION:GERMINATION,MECH:MECH_PARTITION_5_0_0,0.50,2.511,6.302,27.22,27.22,0.00,90.00,N
,GERMINATION:GERMINATION_PARTITION_2_0_0,CEA_DENVER INTERNAL WALLS,GERMINATION:GERMINATION,GERMINATION:GERMINATION,NGA:CAS_PARTITION_18_0_10023,0.50,2.511,6.302,28.99,28.99,90.00,90.00,E
